Legacy Weapon,Завещанное Оружие,Легендарный Артефакт,"{W}{U}{B}{R}{G}: Удалите целевой перманент из игры.
Если Завещанное Оружие должно попасть откуда-либо на кладбище, покажите Завещанное Оружие и втасуйте его в библиотеку его владельца вместо этого."
Doubling Cube,Куб Удвоения,Артефакт,"{3}, {T}: Удвойте количество каждого типа маны в вашем хранилище маны."
Citanul Flute,Цитанульская Флейта,Артефакт,"{X}, {T}: Найдите в вашей библиотеке карту существа с конвертированной мана-стоимостью Х или меньше, покажите ее и положите в вашу руку. Затем перетасуйте вашу библиотеку."
Dreamborn Muse,"Муза, Рожденная из Снов",Существо —  Дух,"В начале шага поддержки каждого игрока тот игрок кладет X верхних карт своей библиотеки на свое кладбище, где X — количество карт в его руке."
Pariah,Пария,Чары —  Аура,"Зачаровать существо #(При разыгрывании этой карты выберите целью существо. Эта карта входит в игру прикрепленной к тому существу.)#
Все повреждения, которые будут нанесены вам, наносятся зачарованному существу вместо этого."
Avatar of Might,Аватара Могущества,Существо —  Аватара,"Если оппонент контролирует как минимум на четыре существа больше, чем вы, стоимость разыгрывания Аватары Могущества уменьшается на {6}.
Пробивной удар #(Если это существо нанесло достаточно боевых повреждений, чтобы уничтожить блокирующие его существа, вы можете нанести оставшиеся повреждения защищающемуся игроку.)#"
Denizen of the Deep,Обитатель Морской Пучины,Существо —  Змей,"Когда Обитатель Морской Пучины входит в игру, верните каждое другое существо под вашим контролем в руку его владельца."
Root Maze,Лабиринт Корней,Чары,Артефакты и земли входят в игру повернутыми.
Rootwater Matriarch,Родоначальница Рутвотера,Существо —  Мерфолк,"{T}: Получите контроль над целевым существом, пока то существо зачаровано."
The Hive,Улей,Артефакт,"{5}, {T}: Положите в игру одну фишку артефактного существа 1/1 Насекомое с Полетом и именем Оса. #(Она может быть заблокирована только существом с Полетом или Захватом.)#"
Chimeric Staff,Посох-Химера,Артефакт,{X}: Посох-Химера становится артефактным существом X/X Конструкция до конца хода.
Head Games,Игра Головой,Волшебство,"Целевой оппонент кладет карты из своей руки на верх своей библиотеки. Поищите в библиотеке того игрока такое же количество карт. Тот игрок кладет те карты в свою руку, затем перетасовывает свою библиотеку."
Graveborn Muse,"Муза, Рожденная из Могилы",Существо —  Зомби Дух,"В начале вашего шага поддержки вы берете X карт и теряете X жизней, где X — количество Зомби под вашим контролем."
Mortal Combat,Смертный Бой,Чары,"В начале вашего шага поддержки, если на вашем кладбище находятся двадцать или более карт существ, вы выигрываете партию."
Hurkyl's Recall,Отзыв Геркили,Мгновенное заклинание,"Верните все артефакты, принадлежащие целевому игроку, в его руку."
Cephalid Constable,Цефалид-Дружинник,Существо —  Цефалид Чародей,"Каждый раз, когда Цефалид-Дружинник наносит боевые повреждения игроку, верните до такого же количества целевых перманентов под контролем того игрока в руки их владельцев."
Beacon of Destruction,Маяк Разрушения,Мгновенное заклинание,Маяк Разрушения наносит 5 повреждений целевому существу или игроку. Втасуйте Маяк Разрушения в библиотеку его владельца.
Enormous Baloth,Огромный Балот,Существо — Зверь,
Stampeding Wildebeests,Табун Гну,Существо —  Зверь,"Пробивной удар #(Если это существо нанесло достаточно боевых повреждений, чтобы уничтожить блокирующие его существа, вы можете нанести оставшиеся повреждения защищающемуся игроку.)#
В начале вашего шага поддержки верните зеленое существо под вашим контролем в руку его владельца."
Elven Riders,Эльфийские Всадники,Существо —  Эльф,Эльфийские Всадники могут быть заблокированы только Стеной и/или существом с Полетом.
Blanchwood Armor,Доспехи Бланчвуда,Чары — Аура,"Зачаровать существо #(Когда вы разыгрываете эту карту, целью является существо. Карта вступает в игру вместе с этим существом).#
Зачарованное существо получает +1/+1 за каждый Лес, который вы контролируете."
Colossus of Sardia,Колосс Сардии,Артефактное Существо —  Голем,"Пробивной удар #(Если это существо нанесло достаточно боевых повреждений, чтобы уничтожить блокирующие его существа, вы можете нанести оставшиеся повреждения защищающемуся игроку.)#
Колосс Сардии не разворачивется во время вашего шага разворота.
{9}: Разверните Колосса Сардии. Разыгрывайте эту способность только во время вашего шага поддержки."
Beacon of Unrest,Маяк Смуты,Волшебство,Положите находящуюся на кладбище целевую карту артефакта или существа в игру под вашим контролем. Втасуйте Маяк Смуты в библиотеку его владельца.
Lord of the Pit,Повелитель Ямы,Существо —  Демон,"Полет, Пробивной удар #(Это существо может быть заблокировано только существом с Полетом или Захватом. Если это существо нанесло достаточно боевых повреждений, чтобы уничтожить блокирующие его существа, вы можете нанести оставшиеся повреждения защищающемуся игроку.)#
В начале вашего шага поддержки пожертвуйте существо, отличное от Повелителя Ямы. Если вы не можете это сделать, Повелитель Ямы наносит вам 7 повреждений."
Midnight Ritual,Полуночный Ритуал,Волшебство,Удалите из игры Х целевых карт существ из вашего кладбища. За каждую удаленную таким образом карту существа положите в игру одну фишку существа 2/2 черный Зомби.
Fountain of Youth,Источник Молодости,Артефакт,"{2}, {T}: Вы получаете 1 жизнь."
Wall of Air,Стена Воздуха,Существо —  Стена,"Защитник, Полет #(Это существо не может атаковать и может блокировать существа с Полетом.)#"
Composite Golem,Сборный Голем,Артефактное Существо —  Голем,Пожертвуйте Сборного Голема: Добавьте {W}{U}{B}{R}{G} в ваше хранилище маны.
Leonin Scimitar,Леонинская Сабля,Артефакт —  Снаряжение,"Снаряженное существо получает +1/+1.
Снарядить {1} #({1}: Прикрепите к целевому существу под вашим контролем. Снаряжайте только как волшебство.)#"
Whispersilk Cloak,Плащ Шелестящего Шелка,Артефакт — Снаряжение,"Снаряженное существо не может быть заблокировано.
Снаряженное существо имеет Пелену. #(Оно не может быть целью заклинаний или способностей.)#
Снарядить {2} #({2}: прикрепите к целевому существу под вашим контролем. Снаряжайте только как волшебство.)#"
Mind Stone,Камень Разума,Артефакт,"{T}: Добавьте {1} в ваше хранилище маны.
{1}, {T}, Пожертвуйте Камень Разума: Возьмите карту."
Phyrexian Vault,Фирексийское Хранилище,Артефакт,"{2}, {T}, Пожертвуйте существо: Возьмите карту."
Overgrowth,Избыточный рост,Чары — Аура,"Зачаровать землю #(Когда вы разыгрываете эту карту, целью является земля. Карта вступает в игру вместе с этой землей).#
Каждый раз, когда зачарованная земля поворачивается и платится мана, контролирующий ее игрок добавляет {G}{G} в запас маны."
Blowfly Infestation,Нашествие Падальных Мух,Чары,"Каждый раз, когда существо попадает из игры на кладбище, если на нем был жетон -1/-1, положите один жетон -1/-1 на целевое существо."
Wildslayer Elves,Неистовые Эльфы,Существо —  Эльф Воин,Увядание #(Этот источник наносит повреждения существам в виде жетонов -1/-1.)#
Cinderhaze Wretch,Дымящий Отравой Золовик,Существо —  Элементаль Шаман,"{T}: целевой игрок сбрасывает карту. Разыгрывайте эту способность только во время вашего хода.
Положите один жетон -1/-1 на Дымящего Отравой Золовика: разверните Дымящего Отравой Золовика."
Barrenton Medic,Баррентонский Медик,Существо —  Кискен Священник,"{T}: предотвратите следующее 1 повреждение, которое будет нанесено целевому существу или игроку в этом ходу.
Положите один жетон -1/-1 на Баррентонского Медика: разверните Баррентонского Медика."
Biting Tether,Жалящая Привязь,Чары —  Аура,"Зачаровать существо
Вы контролируете зачарованное существо.
В начале вашего шага поддержки положите один жетон -1/-1 на зачарованное существо."
Devoted Druid,Самоотверженный Друид,Существо —  Эльф Друид,"{T}: добавьте {G} в ваше хранилище маны.
Положите один жетон -1/-1 на Самоотверженного Друида: разверните Самоотверженного Друида."
Spellweaver Volute,Спираль Сплетенных Заклинаний,Чары — Аура,"Зачаруйте находящуюся на кладбище карту мгновенного заклинания
Каждый раз, когда вы разыгрываете заклинание волшебства, копируйте зачарованную карту мгновенного заклинания. Вы можете разыграть эту копию без уплаты её мана-стоимости. Если вы это делаете, удалите зачарованную карту из игры и прикрепите Спираль Сплетенных Заклинаний к другой карте мгновенного заклинания, находящейся на кладбище."
Magus of the Abyss,Волхв Бездны,Существо — Человек Чародей,В начале шага поддержки каждого игрока уничтожьте целевое неартефактное существо под контролем того игрока по его выбору. Оно не может быть регенерировано.
Llanowar Reborn,Возродившийся Лановар,Земля,"Возродившийся Лановар входит в игру повернутым.
{T}: Добавьте {G} в ваше хранилище маны.
Прививка 1 #(Эта земля входит в игру с жетоном +1/+1. Каждый раз, когда в игру входит существо, вы можете переместить на него жетон +1/+1 с этой земли.)#"
Grinning Ignus,Ухмыляющийся Игнус,Существо — Элементаль,"{R}, Верните Ухмыляющегося Игнуса в руку его владельца: Добавьте {2}{R} в ваше хранилище маны. Разыгрывайте эту способность только при возможности разыгрывать волшебство."
Tombstalker,Могильный Охотник,Существо — Демон,"Полет
Выкапывание #(При разыгрывании этого заклинания вы можете удалить из игры любое количество карт из вашего кладбища. За каждую удалённую таким образом карту стоимость разыгрывания этого заклинания уменьшается на {1}.)#"
Sprout Swarm,Скопление Ростков,Мгновенное заклинание,"Созыв #(Каждое существо, поворачиваемое вами во время разыгрывания этого заклинания, снижает его общую стоимость на {1} или на одну ману цвета того существа.)#
Выкуп {3} #(Вы можете заплатить дополнительно {3} при разыгрывании этого заклинания. Если вы это делаете, положите эту карту в вашу руку после ее разрешения.)#
Положите в игру одну фишку существа 1/1 зеленый Сапролинг."
Death Rattle,Предсмертный Хрип,Мгновенное заклинание,"Выкапывание #(При разыгрывании этого заклинания вы можете удалить из игры любое количество карт из вашего кладбища. За каждую удалённую таким образом карту стоимость разыгрывания этого заклинания уменьшается на {1}.)#
Уничтожьте целевое незеленое существо. Оно не может быть регенерировано."
Ghostfire,Призрачное Пламя,Мгновенное заклинание,"Призрачное Пламя бесцветно.
Призрачное Пламя наносит 3 повреждения целевому существу или игроку."
Nimbus Maze,Небесный Лабиринт,Земля,"{T}: Добавьте {1} в ваше хранилище маны.
{T}: Добавьте {W} в ваше хранилище маны. Разыгрывайте эту способность, только если вы контролируете Остров.
{T}: Добавьте {U} в ваше хранилище маны. Разыгрывайте эту способность, только если вы контролируете Равнину."
Keldon Megaliths,Келдонские Мегалиты,Земля,"Келдонские Мегалиты входят в игру повернутыми.
{T}: Добавьте {R} в ваше хранилище маны.
#Безрассудство# — {1}{R}, {T}: Келдонские Мегалиты наносят 1 повреждение целевому существу или игроку. Разыгрывайте эту способность, только если у вас в руке нет карт."
Tolaria West,Западная Толария,Земля,"Западная Толария входит в игру повернутой.
{T}: Добавьте {U} в ваше хранилище маны.
Превращение {1}{U}{U} #({1}{U}{U}, Сбросьте эту карту: Найдите в вашей библиотеке карту с конвертированной мана-стоимостью 0, покажите ее и положите в вашу руку. Затем перетасуйте вашу библиотеку. Разыгрывайте только как волшебство.)#"
Barren Glory,Пустынное Великолепие,Чары,"В начале вашего шага поддержки, если вы не контролируете других перманентов, кроме Пустынного Великолепия, и у вас в руке нет карт, вы выигрываете партию."
Bitter Ordeal,Горькое Испытание,,"Найдите карту в библиотеке целевого игрока и удалите ту карту из игры. Затем тот игрок перетасовывает свою библиотеку.
Могильный шторм #(Когда вы разыгрываете это заклинание, скопируйте его за каждый перманент, попавший на кладбище в этом ходу. Вы можете выбирать новые цели для этих копий.)#"
Magus of the Future,Волхв Будущего,Существо — Человек Чародей,"Играйте с открытой верхней картой вашей библиотеки.
Вы можете разыграть верхнюю карту вашей библиотеки."
Dakmor Salvage,Спасенный Дакмор,Земля,"Спасенный Дакмор входит в игру повернутым.
{T}: Добавьте {B} в ваше хранилище маны.
Перетягивание 2 #(Если вам нужно взять карту, вы можете положить строго две карты с верха вашей библиотеки на ваше кладбище вместо этого. Если вы это делаете, верните эту карту из вашего кладбища в вашу руку. В противном случае, возьмите карту.)#"
Bridge from Below,Мост из Могилы,Чары,"Каждый раз, когда не являющееся фишкой существо попадает из игры на ваше кладбище, и если Мост из Могилы находится на вашем кладбище, положите одну фишку существа 2/2 чёрный Зомби в игру.
Когда существо попадает из игры на кладбище оппонента, и если Мост из Могилы находится на вашем кладбище, удалите Мост из Могилы из игры."
Arcanum Wings,Волшебные Крылья,,"Зачаровать существо
Зачарованное существо имеет Полет.
Обмен аурами {2}{U} #({2}{U}: Обменяйте эту Ауру на карту Ауры в вашей руке.)#"
Stronghold Rats,Стронгхолдские Крысы,Существо — Крыса,"Тень #(Это существо может блокировать и быть заблокировано только существами с Тенью.)#
Каждый раз, когда Стронгхолдские Крысы наносят боевые повреждения игроку, каждый игрок сбрасывает карту."
Shah of Naar Isle,Шах Острова Наар,Существо — Ифрит,"Пробивной удар
Эхо {0} #(В начале вашего шага поддержки, если этот перманент попал под ваш контроль с момента начала вашего предыдущего шага поддержки, пожертвуйте его, если только вы не заплатите его эхо-стоимость.)#
Когда эхо-стоимость Шаха Острова Наар уплачена, каждый оппонент может взять до трех карт."
Nessian Courser,Нессийский Рысак,Существо — Кентавр Воин,
Tarox Bladewing,Саблекрылый Тарокс,Легендарное Существо — Дракон,"Полет, Ускорение
#Сила духа# — Сбросьте другую карту с именем Саблекрылый Тарокс: Саблекрылый Тарокс получает +X/+X до конца хода, где X равняется его силе."
Narcomoeba,Наркомеба,Существо — Иллюзия,"Полет
Когда Наркомеба попадает из вашей библиотеки на ваше кладбище, вы можете положить её в игру."
Whetwheel,Точильное Колесо,Артефакт,"{X}{X}, {T}: Целевой игрок кладет X верхних карт своей библиотеки на свое кладбище.
Оборотень {3} #(Вы можете разыграть эту карту лицом вниз как существо 2/2 за {3}. Переверните ее лицом вверх в любой момент за ее стоимость Оборотня.)#"
Tarmogoyf,Тармогойф,Существо — Люргойф,"Сила Тармогойфа равна количеству типов карт среди карт на всех кладбищах, а его выносливость на 1 больше этого числа. #(Типы карт: артефакт, существо, чары, мгновенное заклинание, земля, мироходец, волшебство и племенной.)#"
Epochrasite,Эпокразит,Артефактное Существо — Конструкция,"Эпокразит входит в игру с тремя жетонами +1/+1 на нем, если вы разыграли его не из вашей руки.
Когда Эпокразит попадает из игры на кладбище, удалите его из игры с тремя временными жетонами на нем, и он получает Отсрочку."
Ramosian Revivalist,Возрожденец-Рамосианка,Существо — Человек Повстанец Священник,"{6}, {T}: Верните целевую карту-перманент типа Повстанец с конвертированной мана-стоимостью 5 или менее из вашего кладбища в игру."
Sliver Legion,Легион Щепок,Легендарное Существо — Щепка,Все существа Щепки получают +1/+1 за каждую другую Щепку в игре.
Magus of the Moat,Волхв Рва,Существо — Человек Чародей,Существа без Полета не могут атаковать.
Veilstone Amulet,Амулет из Камня-Невидимки,Артефакт,"Каждый раз, когда вы разыгрываете заклинание, существа под вашим контролем не могут быть целями заклинаний или способностей под контролем ваших оппонентов в этом ходу."
Akroma's Memorial,Мемориал Акромы,Легендарный Артефакт,"Существа под вашим контролем имеют Полет, Первый удар, Бдительность, Пробивной удар, Ускорение, Защиту от черного и Защиту от красного."
Steamflogger Boss,Механический Надсмотрщик,Существо — Гоблин Сборщик,"Другие существа Сборщики под вашим контролем получают +1/+0 и имеют Ускорение.
Если находящийся под вашим контролем Сборщик должен собрать Устройство, он собирает два Устройства вместо этого."
Magus of the Moon,Волхв Луны,Существо — Человек Чародей,Небазовые земли являются Горами.
Quagnoth,Квагнот,Существо — Зверь,"Мгновение ока #(До тех пор пока это заклинание находится в стеке, игроки не могут разыгрывать заклинания или активируемые способности, которые не являются мана-способностями.)#
Пелена #(Этот перманент не может быть целью заклинаний или способностей.)#
Когда контролируемое оппонентом заклинание или способность заставляет вас сбросить Квагнота, верните его в вашу руку."
Molten Disaster,Расплавленная Стихия,Волшебство,"Усилитель {R} #(Вы можете заплатить дополнительно {R} при разыгрывании этого заклинания.)#
Если была заплачена стоимость Усилителя, то Расплавленная Стихия имеет Мгновение ока. #(До тех пор пока это заклинание находится в стеке, игроки не могут разыгрывать заклинания или активируемые способности, которые не являются мана-способностями.)#
Расплавленная Стихия наносит X повреждений каждому существу без Полета и каждому игроку."
"Baru, Fist of Krosa","Бару, Кулак Кроса",,"Каждый раз, когда в игру входит Лес, зелёные существа под вашим контролем получают +1/+1 и Пробивной удар до конца хода.
#Сила духа# — Сбросьте другую карту с именем Бару, Кулак Кроса: Положите одну фишку существа Х/Х зелёный Вурм в игру, где X — количество земель под вашим контролем."
Cloud Key,Ключ Облака,Артефакт,"При входе Ключа Облака в игру выберите артефакт, существо, чары, мгновенное заклинание или волшебство.
Разыграть заклинания выбранного типа стоит вам на {1} меньше."
Glittering Wish,Сверкающее Желание,Волшебство,"Выберите одну из ваших многоцветных карт, находящуюся вне игры, покажите ту карту и положите ее в вашу руку. Удалите Сверкающее Желание из игры."
Second Wind,Второе Дыхание,Чары — Аура,"Зачаровать существо
{T}: Поверните зачарованное существо.
{T}: Разверните зачарованное существо."
Magus of the Vineyard,Волхв Виноградника,Существо — Человек Чародей,В начале предбоевой главной фазы каждого игрока добавьте {G}{G} в хранилище маны того игрока.
Skizzik Surger,Порождение Скиззика,Существо — Элементаль,"Ускорение
Эхо—Пожертвуйте две земли. #(В начале вашего шага поддержки, если этот перманент попал под ваш контроль с момента начала вашего предыдущего шага поддержки, пожертвуйте его, если только вы не заплатите его эхо-стоимость.)#"
Scourge of Kher Ridges,Чума Хребтов Кэра,Существо — Дракон,"Полет
{1}{R}: Чума Хребтов Кэра наносит 2 повреждения каждому существу без Полета.
{5}{R}: Чума Хребтов Кэра наносит 6 повреждений каждому другому существу с Полетом."
"Oros, the Avenger","Орос, Мститель",Легендарное существо — Дракон,"Полет
Когда Орос, Мститель наносит боевые повреждения игроку, вы можете заплатить {2}{W}. Если вы это сделали, Орос наносит 3 повреждения каждому небелому существу."
Even the Odds,Равные Шансы,Мгновенное заклинание,"Разыгрывайте Равные Шансы, только если вы контролируете меньше существ, чем каждый из оппонентов.
Положите в игру три фишки существа 1/1 белый Солдат."
Jhoira of the Ghitu,Джойра из Гиту,Легендарное Существо — Человек Чародей,"{2}, Удалите из игры не являющуюся землей карту в вашей руке: Положите четыре временных жетона на ту удаленную карту. Если она не имеет Отсрочки, она ее получает. #(В начале вашего шага поддержки, удалите один временной жетон с той карты. Когда последний жетон будет удален, разыграйте ее без уплаты ее мана-стоимости. Если это существо, то оно имеет Ускорение.)#"
Maelstrom Djinn,Вихревой Джинн,Существо — Джинн,"Полет
Оборотень {2}{U}
Когда Вихревой Джинн переворачивается лицом вверх, положите на него два временных жетона, и он получает Исчезновение. #(В начале вашего шага поддержки удалите с него один временной жетон. Когда последний жетон будет удален, пожертвуйте его.)#"
Dryad Arbor,Жилище Дриад,Земля Существо — Лес Дриада,"#(Жилище Дриад не является заклинанием, на него действует болезнь вызова, и оно имеет способность “{T}: Добавьте {G} в ваше хранилище маны.”)#
Жилище Дриад — зеленое."
Venser's Diffusion,Рассеивание Венсера,Мгновенное заклинание,Верните целевой не являющийся землей перманент или отсроченную карту в руку ее владельца.
"Linessa, Zephyr Mage","Линесса, Повелительница Западного Ветра",Легендарное Существо — Человек Чародей,"{X}{U}{U}, {T}: Верните целевое существо с конвертированной мана-стоимостью X в руку его владельца.
#Сила духа# — Сбросьте другую карту с именем Линесса, Повелительница Западного Ветра: Целевой игрок возвращает находящееся под его контролем одно существо в руку его владельца, затем повторяет этот процесс для артефакта, чар и земли."
Take Possession,Одержимое Овладение,Чары — Аура,"Мгновение ока #(До тех пор пока это заклинание находится в стеке, игроки не могут разыгрывать заклинания или активируемые способности, которые не являются мана-способностями.)#
Зачаровать перманент
Вы контролируете зачарованный перманент."
Gift of Granite,Гранитный Дар,Чары — Аура,"Миг #(Вы можете разыграть это заклинание при любой возможности разыгрывать мгновенные заклинания.)#
Зачаровать существо
Зачарованное существо получает +0/+2."
Imperial Mask,Имперская Маска,Чары,"Когда Имперская Маска входит в игру, и если это не фишка, каждый из ваших напарников кладёт в игру фишку, являющуюся копией Имперской Маски.
Вы не можете стать целью заклинаний или способностей, контролируемых вашими оппонентами."
Mesmeric Sliver,Гипнотическая Щепка,Существо — Щепка,"Все Щепки имеют способность “Когда этот перманент входит в игру, вы можете сглазить 1.” #(Контролирующий его игрок смотрит верхнюю карту библиотеки оппонента, а затем может положить ту карту в низ той библиотеки.)#"
Aven Mindcensor,Воздушный Блюститель Мыслей,,"Миг #(Вы можете разыграть это заклинание при любой возможности разыгрывать мгновенные заклинания.)#
Полет
Если оппонент должен искать в библиотеке, то он ищет в четырех верхних картах той библиотеки вместо этого."
Street Wraith,Уличное Видение,Существо — Видение,"Знание болот
Цикл—Заплатите 2 жизни. #(Заплатите 2 жизни, Сбросьте эту карту: Возьмите карту.)#"
Nihilith,Нигилит,Существо — Ужас,"Страх
Отсрочка 7—{1}{B}
Каждый раз, когда карта откуда-либо попадает на кладбище оппонента, и если Нигилит отсрочен, вы можете удалить один временной жетон с Нигилита."
Dust of Moments,Пыль Мгновений,Мгновенное заклинание,Выберите одно — Удалите два временных жетона с каждого перманента и с каждой отсроченной карты; или положите два временных жетона на каждый перманент с временным жетоном на нем и на каждую отсроченную карту.
"Korlash, Heir to Blackblade","Корлаш, Наследник Черного Меча",Легендарное Существо — Зомби Воин,"Сила и выносливость Корлаша, Наследника Черного Меча равны количеству Болот под вашим контролем.
{1}{B}: Регенерируйте Корлаша.
#Сила духа# — Сбросьте другую карту с именем Корлаш, Наследник Черного Меча: Найдите в вашей библиотеке до двух карт Болота, положите их в игру повернутыми, затем перетасуйте вашу библиотеку."
"Venser, Shaper Savant","Венсер, Ученый Заклинатель",Легендарное Существо — Человек Чародей,"Миг #(Вы можете разыграть это заклинание при любой возможности разыгрывать мгновенные заклинания.)#
Когда Венсер, Ученый Заклинатель входит в игру, верните целевое заклинание или перманент в руку его владельца."
"Oriss, Samite Guardian","Орисс, Самитская Хранительница",Легендарное Существо — Человек Священник,"{T}: Предотвратите все повреждения, которые будут нанесены целевому существу в этом ходу.
#Сила духа# — Сбросьте другую карту с именем Орисс, Самитская Хранительница: Целевой игрок не может разыгрывать заклинания в этом ходу, а существа под контролем этого игрока не могут атаковать в этом ходу."
Pooling Venom,Ядовитое Кишение,Чары — Аура,"Зачаровать землю
Каждый раз, когда зачарованная земля поворачивается, контролирующий ее игрок теряет 2 жизни.
{3}{B}: Уничтожьте зачарованную землю."
Sarcomite Myr,Дистрофичный Мыр,Артефактное Существо — Мыр,"{2}: Дистрофичный Мыр получает Полёт до конца хода.
{2}, Пожертвуйте Дистрофичного Мыра: Возьмите карту."
Patrician's Scorn,Презрение Аристократки,Мгновенное заклинание,"Если вы разыграли другое белое заклинание в этом ходу, вы можете разыграть Презрение Аристократки без уплаты его мана-стоимости.
Уничтожьте все чары."
Shapeshifter's Marrow,Суть Имитации,Чары,"В начале шага поддержки каждого оппонента тот игрок показывает верхнюю карту своей библиотеки. Если это карта существа, игрок кладет ту карту на свое кладбище и Суть Имитации становится копией той карты. #(Если это происходит, она теряет эту способность.)#"
Emblem of the Warmind,Эмблема Воинствующего Духа,Чары — Аура,"Зачаровать существо под вашим контролем
Существа под вашим контролем имеют Ускорение."
Pyromancer's Swath,Покос Пироманта,Чары,"Если контролируемый вами источник мгновенного заклинания или волшебства должен нанести повреждения существу или игроку, он наносит тому существу или игроку на 2 повреждения больше вместо этого.
В конце хода, сбросьте вашу руку."
Sift,Исследование(1),Волшебство,"Возьмите три карты, затем сбросьте карту."
Unsummon,Отозвать,Мгновенное заклинание,Верните целевое существо в руку его владельца.
Benalish Knight,Беналийский Рыцарь,Существо —  Человек Рыцарь,"Миг #(Вы можете разыграть это заклинание при любой возможности разыгрывать мгновенные заклинания.)#
Первый удар #(Это существо наносит боевые повреждения раньше существ без Первого удара.)#"
Thrull Surgeon,Трулл-Хирург,Существо —  Трулл,"{1}{B}, Пожертвуйте Трулла-Хирурга: Посмотрите в руку целевого игрока и выберите из нее карту. Тот игрок сбрасывает ту карту. Разыгрывайте эту способность только при возможности разыгрывать волшебство."
No Rest for the Wicked,Нет Покоя Грешным Душам,Чары,"Пожертвуйте Нет Покоя Грешным Душам: Верните в вашу руку все карты существ, попавшие из игры на ваше кладбище в этом ходу."
Wall of Fire,Стена Огня,Существо — Стена,"Защитник #(Это существо не может атаковать.)#
{R}: Стена Огня получает +1/+0 до конца хода."
Rushwood Dryad,Рашвудская Дриада,Существо —  Дриада,"Знание Лесов #(Это существо не может быть заблокировано, пока защищающийся игрок контролирует Лес.)#"
